"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2014-06","89","7","79",",7","10",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","2",",7","37",",7,09,","0",",,7,30,+","0.0",",,7,30,+","0.42",",,7,08,","94",",7,29,","5623","7","41",",7","0.84",",,,7","0.0",",,,7","66.2",",7","81.9",",,,7","50.6",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2014-07","319","7","229",",7","15",",7","8",",7","0","1,7","0","1,7","0",",7","0",",7","0",",7","30",",7","12",",7","51",",7,03,","0","1,,7,31,+","0.0","1,,7,31,+","2.56",",,7,30,","97",",7,07,","7","7","7",",7","4.57",",,,7","0.0","1,,,7","72.2",",7","86.4",",,,7","57.9",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2014-08","456","7","137",",7","15",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","3",",7","49",",7,30,","0",",,7,31,+","0.0",",,7,31,+","0.34",",,7,28,","92",",7,17,","15","7","8",",7","1.61",",,,7","0.0",",,,7","69.2",",7","83.2",",,,7","55.1",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2014-09","508","7","53",",7","11",",7","5",",7","0",",7","0",",7","0",",7","2",",7","0",",7","25",",7","1",",7","32",",7,13,+","0",",,7,30,+","0.5",",,7,12,","0.90",",,7,05,","93",",7,03,","104","7","89",",7","2.89",",,,7","0.5",",,,7","63.8",",7","78.4",",,,7","49.1",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2014-10","514","7","5",",7","6",",7","1",",7","0",",7","0",",7","0",",7","3",",7","0",",7","19",",7","0",",7","29",",7,31,","0",",,7,31,+","0.0",",,7,31,+","0.99",",,7,09,","83",",7,24,","411","7","306",",7","1.16",",,,7","0.0",",,,7","55.3",",7","69.8",",,,7","40.7",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2014-11","514","7","0",",7","8",",7","3",",7","12",",7","5",",7","3",",7","20",",7","5",",7","5",",7","0",",7","-11",",7,13,","9",",,7,12,","5.8",",,7,11,","0.31",",,7,12,","73",",7,09,","1210","7","799",",7","0.89",",,,7","16.9",",,,7","38.4",",7","51.4",",,,7","25.2",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2014-12","514","7","0",",7","7",",7","6",",7","10",",7","6",",7","2",",7","29",",7","5",",7","0",",7","0",",7","-14",",7,31,","11",",,7,30,+","9.8",",,7,26,","0.49",",,7,26,","65",",7,12,","2176","7","966",",7","1.37",",,,7","19.8",",,,7","33.8",",7","46.1",",,,7","21.6",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2015-01","0","7","0",",7","8",",7","2",",7","15",",7","2",",7","1",",7","24",",7","2",",7","2",",7","0",",7","0",",7,04,","8",",,7,04,+","2.7",",,7,21,","0.13",",,7,21,","72",",7,27,","3062","7","886",",7","0.39",",,,7","6.1",",,,7","36.4",",7","49.8",",,,7","23.1",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2015-02","0","7","0",",7","12",",7","10",",7","17",",7","11",",7","2",",7","21",",7","5",",7","3",",7","0",",7","-1",",7,27,","14",",,7,26,","9.5",",,7,26,","0.69",",,7,16,","72",",7,07,","3859","7","797",",7","3.69",",,,7","54.6",",,,7","36.6",",7","49.9",",,,7","23.2",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2015-03","0","7","0",",7","4",",7","2",",7","9",",7","2",",7","0",",7","14",",7","2",",7","9",",7","0",",7","4",",7,05,","12",",,7,04,","4.6",",,7,04,","0.16",",,7,25,+","80",",7,16,","4446","7","587",",7","0.38",",,,7","8.0",",,,7","46.1",",7","60.5",",,,7","31.6",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2015-04","0","7","0",",7","11",",7","6",",7","2",",7","2",",7","0",",7","8",",7","0",",7","8",",7","0",",7","26",",7,04,","1",",,7,16,+","3.5",",,7,03,","1.96",",,7,17,","79",",7,30,","4895","7","450",",7","4.50",",,,7","7.4",",,,7","50.0",",7","63.5",",,,7","36.6",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2015-05","3","7","3",",7","23",",7","14",",7","0",",7","1",",7","0",",7","2",",7","0",",7","10",",7","0",",7","29",",7,10,","0",",,7,31,+","3.9",",,7,10,","1.64",",,7,09,","86",",7,31,","5288","7","393",",7","7.83",",,,7","3.9",",,,7","52.4",",7","62.9",",,,7","42.0",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2015-06","117","7","114",",7","12",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","5",",7","47",",7,08,","0",",,7,30,+","0.0",",T,7,04,","0.53",",,7,12,","93",",7,30,","5303","7","15",",7","1.77",",,,7","0.0",",T,,7","68.3",",7","82.8",",,,7","53.8",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2015-07","290","7","173",",7","18",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","9",",7","52",",7,30,+","0",",,7,31,+","0.0",",,7,31,+","0.88",",,7,08,","93",",7,27,","8","7","8",",7","2.99",",,,7","0.0",",,,7","70.3",",7","84.9",",,,7","55.7",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2015-08","516","7","226",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","16",",7","44",",7,23,+","0",",,7,31,+","0.0",",,7,31,+","0.18",",,7,19,","96",",7,30,+","22","7","14",",7","0.31",",,,7","0.0",",,,7","71.8",",7","87.7",",,,7","56.0",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2015-09","624","7","108",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","5",",7","40",",7,19,","0",",,7,30,+","0.0",",,7,30,+","0.08",",,7,29,","92",",7,13,","36","7","15",",7","0.14",",,,7","0.0",",,,7","68.1",",7","84.8",",,,7","51.4",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2015-10","635","7","11",",7","9",",7","4",",7","0",",7","0",",7","0",",7","2",",7","0",",7","15",",7","0",",7","28",",7,28,","0",",,7,31,+","0.0",",,7,31,+","1.03",",,7,21,","86",",7,11,+","321","7","285",",7","2.02",",,,7","0.0",",,,7","56.2",",7","69.4",",,,7","42.9",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2015-11","635","7","0",",7","10",",7","4",",7","5",",7","4",",7","0",",7","24",",7","4",",7","3",",7","0",",7","5",",7,28,","6",",,7,27,","3.5",",,7,27,","0.54",",,7,11,","77",",7,03,","1048","7","727",",7","1.83",",,,7","11.5",",,,7","40.8",",7","54.0",",,,7","27.5",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2015-12","635","7","0",",7","3",",7","3",",7","24",",7","3",",7","0",",7","24",",7","9",",7","0",",7","0",",7","4",",7,28,","11",",,7,15,","11.3",",,7,15,","0.74",",,7,15,","68",",7,09,","2038","7","989",",7","1.11",",,,7","17.4",",,,7","33.1",",7","44.5",",,,7","21.7",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2016-01","0","7","0",",7","4",",7","1",",7","19",",7","1",",7","0",",7","28",",7","1",",7","0",",7","0",",7","3",",7,01,","4",",,7,08,","2.5",",,7,08,","0.23",",,7,08,","63",",7,30,+","2995","7","957",",7","0.37",",,,7","4.1",",,,7","34.1",",7","46.6",",,,7","21.6",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2016-02","0","7","0",",7","4",",7","3",",7","12",",7","3",",7","0",",7","21",",7","2",",7","1",",7","0",",7","6",",7,03,","14",",,7,02,","11.2",",,7,02,","0.54",",,7,02,","73",",7,18,","3695","7","700",",7","1.44",",,,7","21.8",",,,7","40.9",",7","54.4",",,,7","27.3",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2016-03","0","7","0",",7","9",",7","4",",7","10",",7","4",",7","0",",7","20",",7","1",",7","3",",7","0",",7","14",",7,20,","12",",,7,23,","16.4",",,7,23,","2.40",",,7,23,","72",",7,21,","4378","7","683",",7","3.84",",,,7","32.5",",,,7","43.0",",7","55.9",",,,7","30.0",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2016-04","0","7","0",",7","10",",7","7",",7","3",",7","4",",7","0",",7","9",",7","0",",7","7",",7","0",",7","22",",7,01,","7",",,7,17,","11.8",",,7,17,","1.25",",,7,16,","78",",7,23,","4857","7","480",",7","3.34",",,,7","21.5",",,,7","49.0",",7","61.3",",,,7","36.7",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2016-05","0","7","0",",7","12",",7","6",",7","0",",7","1",",7","0",",7","2",",7","0",",7","15",",7","0",",7","27",",7,02,","0",",T,7,01,","1.0",",,7,01,","0.63",",,7,07,","80",",7,05,","5198","7","340",",7","2.00",",,,7","1.0",",,,7","54.0",",7","67.2",",,,7","40.9",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2016-06","172","7","172",",7","12",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","11",",7","46",",7,02,","0",",,7,30,+","0.0",",,7,30,+","1.06",",,7,01,","99",",7,21,","5207","7","9",",7","2.38",",,,7","0.0",",,,7","70.4",",7","86.4",",,,7","54.5",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2016-07","450","7","278",",7","11",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","20",",7","53",",7,25,+","0",",,7,31,+","0.0",",,7,31,+","0.16",",,7,23,","99",",7,10,","0","7","0",",7","0.61",",,,7","0.0",",,,7","74.0",",7","90.1",",,,7","57.8",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2016-08","630","7","180",",7","9",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","11",",7","43",",7,20,","0",",,7,31,+","0.0",",,7,31,+","0.28",",,7,19,+","95",",7,09,+","14","7","14",",7","1.07",",,,7","0.0",",,,7","70.4",",7","85.7",",,,7","55.0",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2016-09","702","7","72",",7","7",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","4",",7","38",",7,24,","0",",,7,30,+","0.0",",,7,30,+","0.25",",,7,13,","92",",7,11,","88","7","74",",7","0.46",",,,7","0.0",",,,7","64.9",",7","81.2",",,,7","48.6",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2016-10","718","7","15",",7","4",",7","2",",7","0",",7","0",",7","0",",7","2",",7","0",",7","24",",7","0",",7","26",",7,20,","0",",,7,31,+","0.0",",,7,31,+","0.16",",,7,12,","84",",7,16,+","298","7","210",",7","0.38",",,,7","0.0",",,,7","58.7",",7","74.5",",,,7","43.0",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2016-11","721","7","3",",7","3",",7","2",",7","2",",7","2",",7","0",",7","16",",7","0",",7","9",",7","0",",7","15",",7,30,","3",",,7,17,","3.0",",,7,17,","0.33",",,7,17,","80",",7,16,","827","7","529",",7","0.47",",,,7","4.4",",,,7","47.5",",7","62.0",",,,7","32.9",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2016-12","721","7","0",",7","5",",7","2",",7","7",",7","2",",7","3",",7","29",",7","6",",7","0",",7","0",",7","-10",",7,18,","7",",,7,07,","7.5",",,7,07,","0.42",",,7,07,","67",",7,30,","1851","7","1024",",7","0.92",",,,7","13.1",",,,7","32.0",",7","46.3",",,,7","17.7",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2017-02",,,"1",",7","4",",7","3",",7","7",",7","3",",7","0",",7","15",",7","3",",7","3",",7","0",",7","10",",7,25,","6",",,7,24,","5.8",",,7,23,","0.41",",,7,23,","76",",7,10,",,,"636",",7","0.73",",,,7","9.9",",,,7","42.3",",7","55.2",",,,7","29.4",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2017-03",,,"0",",7","5",",7","5",",7","0",",7","0",",7","0",",7","11",",7","0",",7","10",",7","0",",7","21",",7,01,","0",",T,7,02,+","0.0",",T,7,31,+","0.57",",,7,28,","80",",7,18,",,,"457",",7","1.44",",,,7","0.0",",T,,7","50.3",",7","65.0",",,,7","35.5",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2017-04",,,"0",",7","13",",7","7",",7","3",",7","3",",7","0",",7","11",",7","0",",7","12",",7","0",",7","21",",7,30,+","6",",,7,29,","8.2",",,7,04,","0.91",",,7,04,","77",",7,18,+",,,"483",",7","3.15",",,,7","19.4",",,,7","48.9",",7","63.7",",,,7","34.1",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2017-05",,,"1",",7","16",",7","10",",7","2",",7","1",",7","0",",7","4",",7","0",",7","16",",7","0",",7","30",",7,20,","5",",,7,18,","5.3",",,7,18,","3.11",",,7,18,","85",",7,06,",,,"289",",7","6.30",",,,7","6.1",",,,7","55.7",",7","70.0",",,,7","41.4",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2017-06",,,"134",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","9",",7","44",",7,24,","0",",,7,30,+","0.0",",,7,30,+","0.23",",,7,23,","98",",7,21,",,,"23",",7","0.46",",,,7","0.0",",,,7","68.7",",7","85.0",",,,7","52.4",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2017-07",,,"277",",7","10",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","16",",7","49",",7,01,","0",",,7,31,+","0.0",",,7,31,+","0.85",",,7,27,","100",",7,19,","0","7","0",",7","1.31",",,,7","0.0",",,,7","73.9",",7","89.8",",,,7","58.0",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2017-08",,,"132",",7","13",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","4",",7","50",",7,17,","0",",,7,31,+","0.0",",,7,31,+","0.77",",,7,07,","94",",7,19,","10","7","10",",7","1.63",",,,7","0.0",",,,7","68.9",",7","83.7",",,,7","54.2",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2017-09",,,"96",",7","9",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","22",",7","4",",7","40",",7,25,+","0",",,7,30,+","0.0",",,7,30,+","0.64",",,7,23,","97",",7,03,","151","7","140",",7","1.92",",,,7","0.0",",,,7","63.5",",7","77.6",",,,7","49.4",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2017-10",,,"1",",7","8",",7","4",",7","2",",7","2",",7","0",",7","11",",7","0",",7","13",",7","0",",7","20",",7,27,","4",",,7,09,","6.0",",,7,09,","1.12",",,7,02,","85",",7,25,","570","7","419",",7","2.42",",,,7","8.0",",,,7","51.5",",7","66.6",",,,7","36.4",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2017-11",,,"1",",7","6",",7","1",",7","2",",7","1",",7","0",",7","13",",7","0",",7","10",",7","0",",7","19",",7,08,","3",",,7,07,","3.2",",,7,07,","0.39",",,7,07,","76",",7,27,","1097","7","527",",7","0.57",",,,7","4.1",",,,7","47.5",",7","61.4",",,,7","33.5",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2017-12",,,"0",",7","5",",7","3",",7","9",",7","3",",7","1",",7","27",",7","4",",7","0",",7","0",",7","-2",",7,24,","5",",,7,26,","3.6",",,7,24,","0.25",",,7,24,","68",",7,12,","1983","7","887",",7","0.69",",,,7","10.2",",,,7","36.4",",7","50.7",",,,7","22.1",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2018-01","0","7","0",",7","3",",7","1",",7","11",",7","2",",7","1",",7","27",",7","2",",7","0",",7","0",",7","0",",7,16,","7",",,7,21,","7.1",",,7,21,","0.67",",,7,21,","69",",7,19,","2830","7","846",",7","0.74",",,,7","8.8",",,,7","37.7",",7","51.9",",,,7","23.4",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2018-02","0","7","0",",7","10",",7","4",",7","13",",7","5",",7","2",",7","25",",7","5",",7","0",",7","0",",7","-6",",7,20,","6",",,7,20,","5.6",",,7,20,","0.34",",,7,20,","66",",7,18,","3740","7","911",",7","1.04",",,,7","18.5",",,,7","32.5",",7","46.0",",,,7","19.0",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2018-03","0","7","0",",7","8",",7","7",",7","1",",7","3",",7","0",",7","25",",7","0",",7","2",",7","0",",7","17",",7,07,","1",",,7,28,","3.0",",,7,27,","0.61",",,7,27,","72",",7,22,","4411","7","671",",7","2.23",",,,7","6.8",",,,7","43.3",",7","57.9",",,,7","28.8",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2018-04","0","7","0",",7","8",",7","3",",7","1",",7","2",",7","0",",7","14",",7","0",",7","8",",7","0",",7","22",",7,07,","4",",,7,06,","4.1",",,7,06,","0.48",",,7,24,","81",",7,29,","4888","7","477",",7","1.35",",,,7","6.0",",,,7","49.1",",7","64.7",",,,7","33.5",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2018-05","13","7","13",",7","14",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","22",",7","0",",7","37",",7,04,","0",",,7,31,+","0.0",",,7,31,+","1.44",",,7,03,","87",",7,31,","5064","7","176",",7","4.77",",,,7","0.0",",,,7","59.7",",7","73.6",",,,7","45.9",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2018-06","170","7","158",",7","8",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","13",",7","44",",7,03,","0",",,7,30,+","0.0",",,7,30,+","0.52",",,7,18,","98",",7,28,","5076","7","12",",7","1.82",",,,7","0.0",",,,7","69.9",",7","86.0",",,,7","53.7",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2018-07","404","7","234",",7","13",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","15",",7","46",",7,01,","0",",,7,31,+","0.0",",,7,31,+","0.45",",,7,15,","97",",7,19,+","2","7","2",",7","1.85",",,,7","0.0",",,,7","72.5",",7","88.1",",,,7","56.8",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2018-08","592","7","188",",7","6",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","10",",7","46",",7,29,","0",",,7,31,+","0.0",",,7,31,+","0.16",",,7,19,","94",",7,26,","7","7","4",",7","0.25",",,,7","0.0",",,,7","70.9",",7","86.8",",,,7","55.0",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2018-09","697","7","106",",7","3",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","8",",7","36",",7,26,","0",",,7,30,+","0.0",",,7,30,+","0.96",",,7,05,","94",",7,13,","61","7","54",",7","1.02",",,,7","0.0",",,,7","66.7",",7","82.8",",,,7","50.6",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2018-10","705","7","8",",7","11",",7","7",",7","2",",7","1",",7","0",",7","9",",7","0",",7","11",",7","0",",7","13",",7,15,","7",",,7,14,","8.9",",,7,14,","0.78",",,7,08,","85",",7,03,","522","7","460",",7","2.69",",,,7","10.1",",,,7","50.4",",7","63.6",",,,7","37.2",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2018-11","705","7","0",",7","5",",7","3",",7","7",",7","3",",7","0",",7","25",",7","1",",7","0",",7","0",",7","11",",7,13,","11",",,7,11,","12.6",",,7,11,","0.64",",,7,11,","65",",7,16,","1291","7","769",",7","1.19",",,,7","16.4",",,,7","39.4",",7","52.6",",,,7","26.1",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2018-12","705","7","0",",7","4",",7","2",",7","5",",7","2",",7","0",",7","30",",7","2",",7","0",",7","0",",7","5",",7,29,","3",",,7,31,","2.6",",,7,31,","0.16",",,7,03,","63",",7,21,","2259","7","969",",7","0.34",",,,7","5.7",",,,7","33.7",",7","47.0",",,,7","20.4",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2019-01","0","7","0",",7","7",",7","6",",7","18",",7","6",",7","0",",7","29",",7","2",",7","0",",7","0",",7","1",",7,02,","4",",,7,28,","4.0",",,7,28,","0.63",",,7,11,","61",",7,04,","3192","7","932",",7","1.57",",,,7","14.5",",,,7","34.9",",7","47.9",",,,7","21.9",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2019-02","0","7","0",",7","8",",7","3",",7","11",",7","5",",7","2",",7","25",",7","5",",7","0",",7","0",",7","-9",",7,07,","5",",,7,07,+","5.7",",,7,06,","0.29",",,7,06,","63",",7,03,","4146","7","954",",7","0.74",",,,7","14.6",",,,7","30.9",",7","43.9",",,,7","18.0",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2019-03","0","7","0",",7","10",",7","6",",7","7",",7","4",",7","2",",7","26",",7","3",",7","2",",7","0",",7","-5",",7,04,","6",",,7,03,","5.4",",,7,30,","1.30",",,7,13,","74",",7,27,","5008","7","862",",7","2.83",",,,7","16.2",",,,7","37.2",",7","50.3",",,,7","24.1",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2019-04","0","7","0",",7","8",",7","7",",7","4",",7","4",",7","0",",7","8",",7","0",",7","14",",7","0",",7","16",",7,11,","3",",,7,10,","2.8",",,7,30,","0.54",",,7,10,","79",",7,20,","5453","7","445",",7","1.86",",,,7","10.2",",,,7","50.2",",7","64.3",",,,7","36.0",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2019-05","1","7","1",",7","16",",7","11",",7","1",",7","2",",7","0",",7","5",",7","0",",7","14",",7","0",",7","31",",7,21,+","2",",,7,21,","5.1",",,7,21,","0.89",",,7,21,","82",",7,14,","5882","7","429",",7","3.89",",,,7","7.4",",,,7","51.2",",7","63.8",",,,7","38.6",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2019-06","67","7","65",",7","14",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","4",",7","38",",7,10,","0",",,7,30,+","0.0",",,7,30,+","0.87",",,7,22,","94",",7,28,","5960","7","79",",7","2.12",",,,7","0.0",",,,7","64.5",",7","79.5",",,,7","49.6",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2019-07","315","7","249",",7","13",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","14",",7","52",",7,29,+","0",",,7,31,+","0.0",",,7,31,+","0.71",",,7,02,","98",",7,19,+","0","7","0",",7","2.22",",,,7","0.0",",,,7","73.0",",7","88.9",",,,7","57.2",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2019-08","590","7","275",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","17",",7","47",",7,28,","0",",,7,31,+","0.0",",,7,31,+","0.05",",,7,02,","98",",7,20,","2","7","2",",7","0.11",",,,7","0.0",",,,7","73.8",",7","89.9",",,,7","57.8",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2019-09","703","7","113",",7","7",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","5",",7","40",",7,26,","0",",,7,30,+","0.0",",,7,30,+","0.25",",,7,11,","100",",7,02,","33","7","31",",7","0.56",",,,7","0.0",",,,7","67.7",",7","84.8",",,,7","50.7",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2019-10","703","7","0",",7","8",",7","8",",7","7",",7","6",",7","0",",7","16",",7","3",",7","8",",7","0",",7","3",",7,31,+","7",",,7,30,+","7.0",",,7,24,","0.54",",,7,24,","80",",7,16,+","631","7","598",",7","2.42",",,,7","26.4",",,,7","45.7",",7","60.5",",,,7","30.9",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2019-11","703","7","0",",7","10",",7","6",",7","14",",7","4",",7","0",",7","22",",7","4",",7","3",",7","0",",7","4",",7,28,+","20",",,7,26,","20.7",",,7,26,","1.33",",,7,26,","79",",7,09,","1409","7","778",",7","2.38",",,,7","29.5",",,,7","39.1",",7","52.2",",,,7","25.9",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2019-12","703","7","0",",7","4",",7","2",",7","16",",7","1",",7","0",",7","25",",7","2",",7","0",",7","0",",7","11",",7,30,","9",",,7,01,","2.7",",,7,28,","0.16",",,7,28,","64",",7,22,+","2320","7","910",",7","0.35",",,,7","3.4",",,,7","35.6",",7","47.2",",,,7","24.1",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2020-01","0",,"0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","0",",7","0",",7","0",",7","11",",7,11,","0",",T,7,05,+","0.0",",T,7,30,+","0.00",",T,7,30,+","65",",7,04,","3213",,"894",",7","0.00",",T,,7","0.0",",T,,7","36.2",",7","48.8",",,,7","23.6",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2020-02","0",,"0",",7","12",",7","7",",7","24","2,7","8",",7","1",",7","26",",7","4",",7","1",",7","0",",7","-3",",7,05,","12","2,,7,13,","8.6",",,7,04,","0.50",",,7,04,","75",",7,02,","4158",,"945",",7","2.19",",,,7","39.1",",,,7","32.4",",7","45.5",",,,7","19.4",",,,7"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","2020-03","0",,"0",",7","10",",7","5",",7","6",",7","5",",7","0",",7","22",",7","0",",7","0",",7","0",",7","14",",7,21,","7",",,7,20,+","7.1",",,7,19,","1.65",",,7,19,","69",",7,08,","4840",,"681",",7","2.88",",,,7","16.3",",,,7","43.0",",7","55.8",",,,7","30.2",",,,7"
